QM,ORIGINAL,BM3D,KSVD,WNNM,FOE,NCSR,EPLL
"MSE",417.799567286173,2154.5869348526,1569.22057151794,NaN,356.031026649475,NaN,3052.5143863678
"PSNR",28.05106489921,29.7334906041836,32.0754023103017,NaN,30.6175823531027,NaN,27.4662576695319
"SSIM",0.503258650626292,0.60257843443217,0.791201320939154,NaN,0.650686513847135,NaN,0.747961322427379
"TIME",0,4.04721102649289,110.485739583958,NaN,97.3735973713963,NaN,464.550138559487
